Sede,Operador,Servicio,Nivel de tension ,nov-25,dic-25,ene-26,feb-26,mar-26,abr-26
MONTERIA,Vatia,Regulado,1 Usuario,                    23.741,                    23.741,                    23.741,                    23.741,                    23.741,                    23.741
PRADO,Vatia,Regulado,1 Usuario,                    12.366,                    12.366,                    12.366,                    12.366,                    12.366,                    12.366
,,,,,,,,,
Sede,Operador,Servicio,Nivel de tension ,nov-25,dic-25,ene-26,feb-26,mar-26,abr-26
MONTERIA,Vatia,Regulado,1 OR,                    23.741,                    23.741,                    23.741,                    23.741,                    23.741,                    23.741
PRADO,Vatia,Regulado,1 OR,                    12.366,                    12.366,                    12.366,                    12.366,                    12.366,                    12.366
